Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min)
27.0,4.9,Sandstorms,Jam,0,motorcycle,1.0,No,Urban,28
20.0,4.7,Cloudy,Low,1,scooter,1.0,No,Metropolitian,10
35.0,4.7,Sunny,Medium,2,scooter,0.0,No,Metropolitian,18
39.0,5.0,Sunny,Low,0,motorcycle,1.0,No,Metropolitian,20
27.0,4.9,Sandstorms,Low,2,electric_scooter,1.0,No,Metropolitian,14
31.0,4.3,Fog,High,0,motorcycle,1.0,No,Metropolitian,31
25.0,5.0,Sandstorms,Medium,0,motorcycle,1.0,No,Metropolitian,22
31.0,4.4,Cloudy,Jam,1,scooter,1.0,No,Metropolitian,46
23.0,4.7,Windy,Low,2,electric_scooter,1.0,No,Metropolitian,17
20.0,4.8,Windy,High,0,motorcycle,1.0,No,Urban,15
24.0,4.9,Fog,Jam,2,electric_scooter,1.0,No,Metropolitian,38
,,,,3,motorcycle,1.0,No,Metropolitian,33
,,,,3,electric_scooter,0.0,No,Metropolitian,24
37.0,4.4,Stormy,Medium,0,motorcycle,1.0,No,Metropolitian,32
22.0,4.9,Sunny,Low,1,scooter,1.0,No,Metropolitian,16
26.0,4.6,Stormy,Jam,1,scooter,0.0,No,Urban,20
39.0,4.9,Fog,Low,0,motorcycle,1.0,No,Urban,23
39.0,4.9,Cloudy,Medium,2,scooter,1.0,No,Urban,17
25.0,3.9,Sunny,Jam,0,motorcycle,3.0,Yes,Metropolitian,53
23.0,4.7,Windy,Low,1,scooter,0.0,No,Metropolitian,16
30.0,4.4,Windy,High,1,motorcycle,1.0,No,Metropolitian,34
28.0,5.0,Cloudy,Jam,0,motorcycle,1.0,No,Metropolitian,37
34.0,4.9,Stormy,Low,2,scooter,0.0,No,Urban,26
24.0,4.8,Stormy,Low,2,motorcycle,1.0,No,Metropolitian,11
31.0,4.0,Cloudy,Jam,0,motorcycle,1.0,No,Metropolitian,32
39.0,4.4,Sandstorms,Medium,2,electric_scooter,0.0,No,Metropolitian,31
,,,,3,bicycle,1.0,No,Metropolitian,16
29.0,4.5,Fog,Medium,1,scooter,1.0,No,Urban,14
23.0,4.9,Windy,Jam,1,scooter,1.0,No,Metropolitian,18
36.0,4.6,Fog,Low,1,scooter,1.0,No,Metropolitian,15
34.0,4.8,Fog,Low,0,motorcycle,0.0,No,Metropolitian,21
22.0,4.1,Sandstorms,Medium,0,motorcycle,1.0,No,Metropolitian,34
29.0,4.6,Fog,High,1,scooter,1.0,No,Metropolitian,22
33.0,4.8,Windy,Jam,0,motorcycle,2.0,No,Metropolitian,45
30.0,4.8,Sunny,Medium,1,scooter,1.0,No,Metropolitian,29
23.0,4.9,Sandstorms,Jam,0,motorcycle,0.0,No,Urban,27
31.0,4.6,Sunny,Low,0,motorcycle,1.0,No,Metropolitian,26
37.0,4.2,Sandstorms,Low,0,motorcycle,1.0,No,Metropolitian,23
21.0,4.7,Fog,Low,0,motorcycle,1.0,No,Metropolitian,21
23.0,5.0,Sunny,Low,2,electric_scooter,1.0,No,Metropolitian,15
35.0,4.7,Cloudy,Low,1,motorcycle,0.0,No,Metropolitian,30
,,Cloudy,High,0,motorcycle,,No,Urban,25
37.0,4.8,Windy,Jam,0,motorcycle,2.0,No,Metropolitian,39
,,Sunny,Jam,0,motorcycle,1.0,No,Metropolitian,25
33.0,4.1,Sandstorms,Medium,1,scooter,1.0,No,Metropolitian,33
28.0,4.6,Cloudy,Jam,0,motorcycle,1.0,Yes,Metropolitian,47
30.0,4.6,Cloudy,Low,0,motorcycle,1.0,No,Urban,25
30.0,4.7,Stormy,Low,2,electric_scooter,0.0,No,,27
33.0,4.8,Sunny,Low,0,motorcycle,0.0,No,Metropolitian,20
37.0,4.2,Windy,Jam,0,motorcycle,2.0,No,Semi-Urban,52
38.0,4.9,Fog,Jam,0,motorcycle,1.0,No,Urban,26
28.0,4.6,Cloudy,Jam,2,motorcycle,1.0,No,Metropolitian,33
35.0,4.7,Fog,Low,1,motorcycle,1.0,No,Metropolitian,15
33.0,4.4,Stormy,Low,0,motorcycle,1.0,No,,28
24.0,4.6,Fog,High,0,motorcycle,1.0,No,Urban,28
24.0,4.8,Cloudy,Jam,1,scooter,1.0,Yes,Metropolitian,43
37.0,4.6,Sunny,High,2,motorcycle,1.0,No,Urban,22
38.0,4.9,Sandstorms,Medium,2,electric_scooter,1.0,No,,30
21.0,4.9,Sunny,Low,1,scooter,1.0,No,Metropolitian,16
22.0,4.7,Fog,Jam,0,motorcycle,1.0,No,Metropolitian,44
31.0,4.2,Stormy,Medium,2,scooter,0.0,No,Metropolitian,32
34.0,4.8,Sunny,Low,2,scooter,1.0,No,Metropolitian,29
23.0,4.7,Sunny,Jam,2,scooter,1.0,No,Urban,10
25.0,4.8,Sandstorms,Jam,2,scooter,1.0,No,Urban,15
28.0,4.6,Windy,Jam,1,scooter,1.0,No,Metropolitian,17
37.0,4.1,Sandstorms,Medium,2,scooter,1.0,No,Urban,31
21.0,4.9,Fog,Low,1,scooter,0.0,No,Metropolitian,29
37.0,4.8,Fog,Medium,0,motorcycle,1.0,No,Metropolitian,33
39.0,4.8,Fog,Jam,0,motorcycle,0.0,No,Urban,27
34.0,4.9,Sunny,High,2,scooter,0.0,No,Metropolitian,24
22.0,4.6,Stormy,Jam,2,scooter,1.0,No,Metropolitian,15
36.0,4.7,Stormy,Medium,2,electric_scooter,1.0,No,Metropolitian,25
32.0,4.8,Cloudy,Medium,2,electric_scooter,0.0,No,Metropolitian,16
,,Stormy,Medium,0,motorcycle,1.0,No,Urban,36
,,Fog,Jam,1,motorcycle,1.0,No,Metropolitian,26
31.0,4.9,Sandstorms,Medium,2,scooter,0.0,No,Metropolitian,21
34.0,4.8,Cloudy,Jam,2,scooter,1.0,No,Metropolitian,35
25.0,5.0,Fog,Low,0,motorcycle,1.0,No,Metropolitian,20
32.0,4.2,Cloudy,Jam,2,scooter,0.0,No,Metropolitian,37
31.0,4.4,Stormy,Medium,2,electric_scooter,0.0,No,Metropolitian,33
29.0,4.6,Cloudy,Jam,0,motorcycle,0.0,No,Metropolitian,39
36.0,4.4,Windy,High,1,motorcycle,1.0,No,Metropolitian,32
35.0,4.6,Fog,Low,2,scooter,1.0,No,Metropolitian,19
21.0,4.6,Sandstorms,Jam,2,motorcycle,0.0,No,Metropolitian,28
23.0,4.6,Fog,Jam,1,motorcycle,1.0,No,Metropolitian,22
27.0,4.9,Fog,Low,2,electric_scooter,1.0,No,Metropolitian,18
21.0,4.8,Fog,Medium,1,scooter,1.0,No,Metropolitian,25
38.0,4.1,Windy,Jam,0,motorcycle,1.0,No,Metropolitian,35
29.0,4.3,Fog,Jam,1,scooter,2.0,No,Metropolitian,41
23.0,4.8,Fog,Jam,0,motorcycle,1.0,No,Urban,42
21.0,4.7,Stormy,Jam,2,electric_scooter,1.0,No,Metropolitian,29
21.0,4.6,Cloudy,High,2,scooter,0.0,No,Metropolitian,27
29.0,4.8,Sunny,Jam,1,scooter,1.0,No,Urban,10
32.0,4.4,Stormy,Medium,0,motorcycle,0.0,No,Metropolitian,32
21.0,4.8,Windy,Jam,1,scooter,0.0,No,Metropolitian,16
,,Stormy,Low,2,motorcycle,1.0,No,Metropolitian,19
36.0,4.8,Fog,Low,2,scooter,1.0,No,Urban,17
24.0,4.5,Windy,Medium,0,motorcycle,1.0,No,Metropolitian,23
25.0,4.8,Windy,Jam,1,motorcycle,0.0,No,Metropolitian,22
20.0,4.5,Sunny,Low,0,motorcycle,1.0,No,Metropolitian,20
21.0,2.5,Sunny,Low,2,motorcycle,1.0,No,Metropolitian,42
32.0,4.7,Fog,High,2,electric_scooter,1.0,No,Metropolitian,32
39.0,4.3,Cloudy,Low,0,motorcycle,1.0,No,Metropolitian,35
34.0,4.5,Fog,High,0,motorcycle,1.0,No,,26
24.0,4.7,Stormy,Jam,1,scooter,0.0,No,Metropolitian,13
24.0,4.1,Sunny,High,0,motorcycle,0.0,No,Metropolitian,46
26.0,4.8,Sunny,Jam,1,scooter,0.0,No,Metropolitian,16
25.0,4.8,Stormy,Medium,2,scooter,1.0,No,Metropolitian,23
27.0,4.8,Windy,Low,2,electric_scooter,0.0,No,Metropolitian,11
,,,,3,electric_scooter,0.0,No,Metropolitian,23
32.0,4.8,Cloudy,Low,1,scooter,1.0,No,Metropolitian,18
34.0,4.9,Sunny,Medium,0,motorcycle,0.0,No,Metropolitian,29
37.0,4.8,Fog,Medium,1,scooter,0.0,No,Metropolitian,19
31.0,4.9,Sandstorms,Low,1,scooter,1.0,No,Urban,18
38.0,4.6,Cloudy,Medium,0,motorcycle,1.0,No,Metropolitian,25
,,Cloudy,Jam,1,motorcycle,1.0,No,Metropolitian,44
37.0,4.6,Fog,Low,0,motorcycle,1.0,No,Metropolitian,38
25.0,4.9,Fog,High,1,motorcycle,0.0,No,Metropolitian,24
20.0,4.5,Sunny,High,2,scooter,0.0,No,Metropolitian,17
26.0,4.8,Fog,Medium,2,scooter,1.0,No,Metropolitian,28
39.0,4.8,Sandstorms,Low,1,motorcycle,1.0,No,Metropolitian,29
,,Stormy,Jam,1,scooter,1.0,No,Metropolitian,40
38.0,4.8,Cloudy,Low,0,motorcycle,1.0,No,Urban,24
34.0,4.6,Fog,Jam,0,motorcycle,1.0,No,Metropolitian,54
34.0,4.7,Sunny,Low,0,motorcycle,1.0,No,Urban,25
28.0,4.6,Sunny,Jam,2,scooter,0.0,No,Metropolitian,20
21.0,4.8,Fog,Medium,2,electric_scooter,1.0,No,Metropolitian,39
23.0,4.6,Fog,High,0,motorcycle,0.0,No,Metropolitian,21
39.0,3.9,Windy,Jam,2,motorcycle,1.0,No,Metropolitian,38
25.0,4.9,Sunny,Low,0,motorcycle,1.0,No,Metropolitian,18
34.0,4.5,Stormy,Jam,1,scooter,0.0,No,Urban,30
35.0,4.6,Fog,Jam,1,motorcycle,0.0,No,Metropolitian,30
38.0,4.0,Cloudy,Medium,1,scooter,1.0,No,Urban,34
28.0,4.9,Stormy,Jam,0,motorcycle,1.0,No,Metropolitian,39
20.0,4.2,Windy,Jam,0,motorcycle,0.0,No,Metropolitian,35
28.0,4.0,Windy,Jam,0,motorcycle,2.0,No,Urban,34
23.0,4.8,Cloudy,Medium,2,scooter,0.0,No,Metropolitian,17
25.0,5.0,Stormy,Jam,0,motorcycle,1.0,No,Metropolitian,27
37.0,4.3,Sunny,Medium,0,motorcycle,0.0,No,Metropolitian,32
25.0,5.0,Sandstorms,Low,2,scooter,0.0,No,,11
25.0,4.5,Sunny,Medium,2,electric_scooter,1.0,No,Metropolitian,19
32.0,4.7,Fog,Medium,0,motorcycle,1.0,Yes,Metropolitian,40
34.0,4.9,Sandstorms,Jam,0,motorcycle,0.0,No,Metropolitian,33
34.0,4.9,Sunny,Medium,2,scooter,0.0,No,Metropolitian,19
37.0,4.6,Cloudy,Low,1,scooter,1.0,No,Metropolitian,26
35.0,4.8,Sandstorms,High,2,scooter,1.0,No,Metropolitian,28
35.0,4.8,Windy,Low,2,electric_scooter,1.0,No,Metropolitian,22
36.0,4.3,Windy,Low,0,motorcycle,1.0,No,Metropolitian,21
23.0,4.6,Cloudy,Medium,1,motorcycle,1.0,No,Metropolitian,34
,,Windy,Jam,0,motorcycle,1.0,No,Metropolitian,31
36.0,5.0,Sunny,Low,1,scooter,1.0,No,Metropolitian,12
26.0,4.8,Fog,Low,0,motorcycle,0.0,No,Metropolitian,23
37.0,4.7,Cloudy,Low,2,motorcycle,1.0,No,Urban,17
39.0,4.6,Cloudy,High,1,motorcycle,1.0,No,Metropolitian,31
32.0,4.3,Windy,Jam,1,motorcycle,1.0,No,Metropolitian,43
22.0,4.6,Fog,Jam,0,motorcycle,1.0,No,Metropolitian,24
22.0,4.6,Fog,Low,0,motorcycle,1.0,No,Urban,18
32.0,4.9,Stormy,Low,1,scooter,,No,Metropolitian,26
31.0,4.2,Sandstorms,Jam,0,motorcycle,2.0,No,Metropolitian,39
39.0,4.7,Stormy,Medium,1,scooter,1.0,No,Metropolitian,22
38.0,4.3,Fog,Low,2,motorcycle,0.0,No,Metropolitian,37
38.0,4.7,Sunny,Jam,2,scooter,0.0,No,Metropolitian,19
31.0,4.4,Stormy,Low,0,motorcycle,1.0,No,Metropolitian,20
25.0,4.3,Sandstorms,Jam,0,motorcycle,0.0,No,Metropolitian,32
20.0,4.8,Windy,High,1,motorcycle,,No,Urban,12
,,Stormy,Low,1,motorcycle,1.0,No,Metropolitian,24
24.0,4.8,Windy,Jam,0,motorcycle,1.0,No,Metropolitian,25
36.0,4.6,Windy,Low,0,motorcycle,1.0,No,Metropolitian,27
39.0,4.0,Cloudy,Jam,2,scooter,1.0,No,Urban,46
29.0,4.1,Windy,Low,0,motorcycle,0.0,No,Urban,20
37.0,4.8,Stormy,Low,1,motorcycle,1.0,No,Urban,27
29.0,4.7,Windy,Jam,0,motorcycle,1.0,No,Urban,20
31.0,3.5,Sandstorms,Jam,2,scooter,2.0,No,Metropolitian,35
,,Sunny,Jam,0,motorcycle,1.0,No,Metropolitian,26
22.0,4.5,Cloudy,Medium,1,motorcycle,0.0,No,Metropolitian,18
37.0,4.7,Fog,Jam,2,scooter,0.0,No,Metropolitian,44
28.0,4.8,Fog,Jam,0,motorcycle,0.0,No,Urban,41
25.0,4.8,Fog,Medium,0,motorcycle,1.0,No,Metropolitian,37
22.0,5.0,Fog,Jam,1,motorcycle,2.0,No,Metropolitian,33
34.0,4.8,Sunny,Medium,0,motorcycle,1.0,No,Metropolitian,27
32.0,4.7,Windy,Medium,0,motorcycle,0.0,No,Metropolitian,34
30.0,4.9,Cloudy,Low,0,motorcycle,0.0,No,Metropolitian,29
37.0,4.8,Fog,Jam,0,motorcycle,1.0,No,Metropolitian,44
26.0,4.9,Stormy,Low,1,scooter,0.0,No,Metropolitian,11
25.0,4.5,Fog,Low,0,motorcycle,1.0,No,Metropolitian,24
29.0,4.7,Windy,Low,1,motorcycle,,No,Urban,15
36.0,3.9,Sunny,Jam,1,scooter,1.0,No,Metropolitian,32
25.0,4.6,Sandstorms,Medium,1,motorcycle,1.0,No,Metropolitian,28
26.0,4.6,Windy,Medium,2,motorcycle,0.0,No,,26
30.0,4.8,Sunny,Jam,1,scooter,0.0,No,Metropolitian,16
34.0,4.3,Sandstorms,High,0,motorcycle,1.0,No,,33
38.0,4.6,Sunny,Medium,1,motorcycle,1.0,No,Metropolitian,22
,,Sunny,Medium,2,electric_scooter,1.0,No,Metropolitian,10
33.0,4.8,Windy,Medium,1,motorcycle,1.0,No,Metropolitian,29
25.0,4.5,Fog,Medium,0,motorcycle,1.0,No,Metropolitian,25
26.0,5.0,Cloudy,Low,2,electric_scooter,0.0,No,,16
31.0,4.7,Windy,Low,1,motorcycle,1.0,No,Metropolitian,28
27.0,5.0,Sandstorms,Medium,1,motorcycle,1.0,No,Metropolitian,28
27.0,4.9,Sandstorms,Low,2,motorcycle,1.0,No,Urban,17
26.0,4.6,Cloudy,Low,2,scooter,1.0,No,Metropolitian,17
28.0,4.9,Sunny,Medium,1,scooter,0.0,No,Metropolitian,15
39.0,4.6,Fog,Low,0,motorcycle,1.0,No,Metropolitian,23
23.0,4.4,Sandstorms,Jam,0,motorcycle,1.0,No,Metropolitian,34
27.0,4.7,Windy,High,0,motorcycle,0.0,No,Metropolitian,15
21.0,4.1,Fog,Medium,1,scooter,1.0,No,Metropolitian,36
21.0,4.5,Sandstorms,Jam,2,electric_scooter,0.0,No,Metropolitian,19
24.0,4.7,Windy,Jam,2,electric_scooter,1.0,No,Metropolitian,27
32.0,4.8,Sandstorms,Low,1,motorcycle,1.0,No,Metropolitian,21
31.0,4.5,Sunny,Medium,1,motorcycle,1.0,No,Metropolitian,20
,,Cloudy,Low,0,motorcycle,1.0,No,Urban,37
32.0,4.7,Stormy,High,2,scooter,1.0,No,Metropolitian,31
39.0,4.8,Stormy,Low,2,electric_scooter,1.0,No,Metropolitian,25
29.0,4.6,Windy,Medium,2,motorcycle,1.0,No,Urban,18
33.0,4.8,Fog,High,0,motorcycle,1.0,No,Metropolitian,30
36.0,4.7,Fog,Low,2,electric_scooter,1.0,No,Urban,30
35.0,4.5,Stormy,Low,1,motorcycle,0.0,No,Metropolitian,26
28.0,4.7,Windy,Low,1,scooter,0.0,No,Urban,17
32.0,4.4,Fog,Low,0,motorcycle,1.0,No,Urban,41
27.0,4.6,Sandstorms,Medium,1,motorcycle,1.0,No,Metropolitian,20
33.0,4.6,Sandstorms,Low,0,motorcycle,1.0,No,Metropolitian,22
39.0,4.8,Fog,Low,0,motorcycle,1.0,No,Urban,24
27.0,4.7,Fog,Low,1,scooter,0.0,No,Metropolitian,24
,,Stormy,Low,1,scooter,1.0,No,Metropolitian,22
35.0,4.5,Windy,Low,2,motorcycle,1.0,No,Metropolitian,27
31.0,5.0,Sunny,High,0,motorcycle,1.0,No,Metropolitian,27
35.0,3.3,Sunny,Low,0,motorcycle,0.0,No,Metropolitian,34
36.0,5.0,Cloudy,Low,2,scooter,,No,Metropolitian,30
38.0,5.0,Sunny,Low,2,scooter,1.0,No,Metropolitian,25
21.0,4.6,Windy,High,1,scooter,1.0,No,Metropolitian,21
35.0,4.9,Sandstorms,Low,1,motorcycle,1.0,No,Metropolitian,29
30.0,4.6,Stormy,Jam,2,motorcycle,0.0,No,Metropolitian,26
33.0,4.2,Fog,Jam,1,motorcycle,0.0,No,Metropolitian,38
22.0,4.6,Windy,Jam,1,scooter,1.0,No,Urban,18
31.0,4.6,Fog,High,1,scooter,0.0,No,Metropolitian,27
27.0,4.2,Sandstorms,Low,0,motorcycle,1.0,No,Metropolitian,20
22.0,4.6,Stormy,Medium,1,motorcycle,1.0,No,Metropolitian,21
35.0,4.7,Cloudy,High,2,electric_scooter,0.0,No,Metropolitian,35
29.0,4.3,Windy,Jam,0,motorcycle,1.0,No,Metropolitian,36
33.0,4.6,Cloudy,Medium,0,motorcycle,3.0,Yes,Metropolitian,45
27.0,4.5,Windy,Jam,0,motorcycle,1.0,No,Metropolitian,30
39.0,4.4,Windy,Medium,0,motorcycle,0.0,No,Metropolitian,31
39.0,5.0,Windy,Medium,0,motorcycle,0.0,No,Metropolitian,32
23.0,4.9,Windy,Jam,1,scooter,0.0,No,Metropolitian,17
34.0,4.6,Fog,Medium,0,motorcycle,1.0,No,Metropolitian,41
32.0,4.6,Sunny,High,0,motorcycle,1.0,No,Metropolitian,27
38.0,4.6,Fog,High,1,motorcycle,1.0,No,Metropolitian,26
39.0,4.5,Fog,High,0,motorcycle,1.0,No,Metropolitian,26
21.0,4.6,Sandstorms,Low,2,scooter,0.0,No,Metropolitian,10
26.0,4.8,Fog,Low,2,electric_scooter,1.0,No,Urban,21
38.0,4.2,Sandstorms,Jam,2,motorcycle,1.0,No,Urban,40
26.0,5.0,Stormy,Medium,0,motorcycle,0.0,No,,13
,,Windy,Low,1,motorcycle,1.0,No,Metropolitian,23
34.0,4.8,Sunny,Medium,2,electric_scooter,0.0,No,Metropolitian,27
35.0,3.6,Windy,Jam,2,scooter,1.0,No,Urban,42
22.0,4.5,Fog,Jam,1,scooter,0.0,No,Urban,24
30.0,4.0,Windy,High,1,motorcycle,1.0,No,Metropolitian,34
23.0,3.5,Sunny,Low,2,electric_scooter,1.0,No,Metropolitian,38
21.0,4.7,Windy,Medium,1,scooter,1.0,No,Metropolitian,27
38.0,4.9,Cloudy,Low,1,motorcycle,0.0,No,Urban,18
31.0,4.8,Fog,Jam,1,motorcycle,1.0,No,Urban,45
32.0,4.3,Stormy,Medium,2,motorcycle,1.0,No,Metropolitian,33
30.0,4.1,Sunny,Jam,2,electric_scooter,1.0,No,Metropolitian,31
27.0,4.2,Cloudy,Jam,1,scooter,0.0,No,Metropolitian,31
26.0,4.6,Sandstorms,Jam,1,scooter,1.0,No,Urban,26
28.0,4.2,Fog,Jam,1,scooter,1.0,No,Metropolitian,43
38.0,5.0,Fog,Medium,2,scooter,1.0,No,Metropolitian,16
26.0,4.0,Sandstorms,Low,0,motorcycle,1.0,No,Metropolitian,28
37.0,4.3,Stormy,Medium,0,motorcycle,1.0,No,Metropolitian,36
33.0,4.7,Cloudy,Jam,2,motorcycle,1.0,No,Metropolitian,33
22.0,5.0,Stormy,Jam,2,scooter,1.0,No,Metropolitian,24
28.0,4.2,Sunny,Jam,0,motorcycle,3.0,No,Metropolitian,49
21.0,4.9,Sunny,Medium,0,motorcycle,1.0,No,Urban,17
39.0,4.7,Windy,Medium,2,motorcycle,0.0,No,Metropolitian,20
20.0,4.6,Sunny,Medium,1,motorcycle,0.0,No,Metropolitian,15
32.0,4.8,Fog,Low,2,scooter,0.0,No,Metropolitian,15
34.0,4.7,Cloudy,Low,2,scooter,0.0,No,Urban,15
35.0,4.8,Stormy,Jam,1,motorcycle,,No,Metropolitian,26
38.0,4.6,Cloudy,Jam,1,scooter,1.0,No,Metropolitian,35
29.0,5.0,Sandstorms,Jam,2,electric_scooter,1.0,No,Metropolitian,17
21.0,4.8,Sunny,Low,2,motorcycle,0.0,No,Metropolitian,27
36.0,4.6,Cloudy,Medium,1,scooter,1.0,No,Metropolitian,18
25.0,4.7,Windy,Jam,1,scooter,1.0,No,Metropolitian,18
31.0,4.7,Fog,Medium,2,scooter,1.0,No,Metropolitian,16
28.0,5.0,Sunny,Low,2,motorcycle,0.0,No,Metropolitian,17
24.0,4.8,Cloudy,Low,2,electric_scooter,0.0,No,Metropolitian,11
37.0,4.8,Fog,Low,1,scooter,1.0,No,Urban,19
23.0,4.7,Sandstorms,Low,0,motorcycle,1.0,No,Urban,15
21.0,5.0,Sunny,Low,0,motorcycle,1.0,No,Metropolitian,27
35.0,4.4,Windy,Medium,0,motorcycle,0.0,No,Urban,35
20.0,4.7,Cloudy,Jam,0,motorcycle,3.0,No,Semi-Urban,47
36.0,4.8,Stormy,Low,1,motorcycle,0.0,No,Metropolitian,23
27.0,4.1,Windy,Low,0,motorcycle,1.0,No,Urban,22
34.0,4.8,Sandstorms,Low,2,motorcycle,1.0,No,Metropolitian,25
29.0,4.8,Windy,Medium,0,motorcycle,0.0,No,Metropolitian,28
25.0,4.9,Cloudy,Jam,0,motorcycle,0.0,No,Metropolitian,25
37.0,4.7,Cloudy,Low,1,scooter,0.0,No,Urban,15
38.0,4.9,Windy,High,0,motorcycle,2.0,No,Metropolitian,32
27.0,4.7,Sandstorms,Jam,1,motorcycle,0.0,No,Metropolitian,19
23.0,4.8,Sunny,Jam,1,motorcycle,1.0,No,Urban,22
35.0,4.9,Sandstorms,Jam,1,motorcycle,0.0,No,Metropolitian,29
35.0,4.8,Sunny,High,1,motorcycle,0.0,No,Metropolitian,17
25.0,4.9,Cloudy,Jam,0,motorcycle,1.0,No,Metropolitian,48
21.0,4.8,Windy,Jam,1,scooter,0.0,No,Metropolitian,17
26.0,4.6,Cloudy,Medium,1,scooter,1.0,No,Urban,31
24.0,4.1,Cloudy,Medium,2,scooter,2.0,No,Metropolitian,38
30.0,3.8,Windy,Jam,1,scooter,1.0,No,Urban,39
27.0,4.9,Windy,Jam,1,motorcycle,1.0,No,Urban,24
27.0,3.5,Sunny,Low,2,scooter,1.0,No,Metropolitian,38
24.0,4.7,Sunny,Medium,0,motorcycle,1.0,No,Metropolitian,20
25.0,4.8,Sandstorms,Low,1,motorcycle,0.0,No,Metropolitian,12
34.0,4.7,Stormy,Low,1,motorcycle,1.0,No,Metropolitian,26
22.0,4.6,Fog,Low,1,motorcycle,1.0,No,Metropolitian,20
39.0,4.8,Stormy,Low,2,electric_scooter,0.0,No,Urban,29
37.0,4.7,Sunny,Jam,1,scooter,0.0,No,Metropolitian,24
36.0,4.9,Cloudy,Jam,1,scooter,1.0,No,Metropolitian,40
27.0,4.7,Windy,Low,0,motorcycle,0.0,No,Urban,24
32.0,4.7,Stormy,Jam,2,electric_scooter,1.0,No,Urban,29
39.0,4.3,Fog,Jam,1,scooter,1.0,No,Metropolitian,43
29.0,4.7,Fog,High,0,motorcycle,1.0,No,Metropolitian,20
36.0,4.9,Fog,Low,2,motorcycle,0.0,No,Metropolitian,18
,,,,1,scooter,1.0,No,,16
35.0,4.7,Windy,Jam,1,motorcycle,1.0,No,Metropolitian,30
31.0,4.2,Cloudy,Jam,1,scooter,1.0,Yes,Semi-Urban,47
22.0,4.6,Stormy,Low,1,scooter,1.0,No,Metropolitian,16
,,Sunny,Low,0,motorcycle,,No,Metropolitian,29
35.0,4.6,Stormy,High,2,motorcycle,1.0,No,Metropolitian,30
24.0,4.4,Windy,Low,0,motorcycle,1.0,No,Metropolitian,20
20.0,4.8,Windy,Low,1,motorcycle,1.0,No,Metropolitian,19
24.0,5.0,Sunny,Low,2,electric_scooter,1.0,No,Metropolitian,16
26.0,4.9,Windy,Medium,2,motorcycle,1.0,No,Metropolitian,15
35.0,4.4,Cloudy,High,1,scooter,1.0,No,Urban,34
23.0,4.3,Fog,Jam,2,scooter,3.0,No,Metropolitian,44
28.0,4.9,Cloudy,High,2,scooter,1.0,No,Metropolitian,31
26.0,4.9,Sunny,Low,1,motorcycle,0.0,No,Urban,19
27.0,4.5,Fog,Low,2,scooter,1.0,No,Metropolitian,20
37.0,4.6,Stormy,Jam,0,motorcycle,1.0,No,Metropolitian,44
20.0,4.9,Sunny,Low,0,motorcycle,1.0,No,Metropolitian,22
21.0,5.0,Cloudy,Medium,2,electric_scooter,1.0,No,Metropolitian,14
32.0,5.0,Windy,Medium,1,motorcycle,1.0,No,Urban,20
28.0,4.7,Sandstorms,Low,2,electric_scooter,1.0,No,Urban,12
25.0,4.5,Sunny,Medium,2,motorcycle,0.0,No,Metropolitian,17
27.0,5.0,Windy,Jam,1,motorcycle,1.0,No,Metropolitian,29
28.0,4.5,Sunny,High,0,motorcycle,1.0,No,Metropolitian,44
24.0,4.9,Stormy,Jam,2,scooter,0.0,No,Urban,26
24.0,4.8,Stormy,Low,2,scooter,0.0,No,Urban,10
33.0,4.7,Cloudy,Low,1,scooter,0.0,No,Metropolitian,16
24.0,4.8,Cloudy,Jam,1,motorcycle,3.0,Yes,Metropolitian,44
20.0,4.7,Fog,Medium,2,scooter,1.0,No,Metropolitian,30
,,Fog,Jam,0,motorcycle,1.0,No,Metropolitian,42
27.0,4.5,Fog,Low,1,motorcycle,1.0,No,Metropolitian,25
27.0,4.6,Fog,Jam,0,motorcycle,1.0,No,Metropolitian,41
38.0,5.0,Windy,Low,2,scooter,0.0,No,Urban,19
30.0,3.9,Sunny,Jam,1,scooter,1.0,No,Metropolitian,31
36.0,4.9,Sunny,Jam,2,motorcycle,0.0,No,Metropolitian,15
21.0,4.6,Sandstorms,High,2,scooter,0.0,No,Metropolitian,16
38.0,4.4,Fog,High,2,scooter,1.0,No,Metropolitian,36
33.0,4.3,Stormy,Jam,0,motorcycle,1.0,No,Metropolitian,46
38.0,4.5,Sunny,Jam,1,motorcycle,1.0,No,Metropolitian,18
,,Sandstorms,Medium,0,motorcycle,0.0,No,Metropolitian,23
21.0,4.6,Fog,Low,0,motorcycle,0.0,No,Metropolitian,18
35.0,5.0,Stormy,Low,1,scooter,1.0,No,Metropolitian,27
34.0,4.6,Cloudy,High,0,motorcycle,1.0,No,Metropolitian,27
33.0,4.4,Stormy,Jam,0,motorcycle,1.0,No,Urban,44
38.0,3.7,Stormy,Jam,2,motorcycle,2.0,Yes,Urban,43
21.0,4.5,Sunny,High,1,scooter,0.0,No,,11
35.0,4.6,Fog,Low,2,scooter,0.0,No,Urban,18
23.0,4.9,Stormy,Low,1,motorcycle,0.0,No,Metropolitian,10
21.0,4.6,Sandstorms,Low,2,motorcycle,0.0,No,Metropolitian,15
29.0,4.9,Sandstorms,Jam,0,motorcycle,0.0,No,Metropolitian,33
